### with codedir (dir where code was executed): C:\Users\Christian Schneider\LRZ Sync+Share\Promotion\Forschungspraktika\David Bodesheim\RetroFit
### with data_file: scan_3d/new_energies/mirrored_energies.out
### with guest_dir: xyz-files
### with len(delta_list) = 100, deltamin = 90.0, deltamax = 270.0
### name | alpha | R_NN | Ropt | thetaopt | deltaopt |Emin
12-DC_benzene	64.00693716580561	4.13438	3.858498248811574	208.0695314170972	164.54545454545456	9.816531566885155
cis-DCNE	72.7012772884027	4.36972	3.7369719647214743	203.72236135579865	164.54545454545456	9.468990314892855
DC-FURAN	72.96486022630937	4.55122	3.6432479035234073	203.59056988684532	164.54545454545456	9.175569993489773
DC-Thiophen	66.92954387603143	4.333	3.7559336590861743	206.6082280619843	164.54545454545456	9.540862615579888
DCCButene	91.71212855576977	5.01632	3.403076769290785	194.21693572211512	164.54545454545456	8.157072656579581
DCCPentene	68.47896014220262	4.4242	4.968014104839569	205.8335199288987	106.36363636363636	9.366114657459462
DCCPropene	121.82598940379157	5.7717	3.0394296112207346	179.16000529810424	166.36363636363637	5.918521214056353
DC_2-methyl-propene	116.7060689977262	4.43257000001128	3.7045171038545006	181.7199655011369	164.54545454545456	9.202520166231348
DC_methane	115.38395568587129	4.43098	3.7053381576195816	182.38102215706436	164.54545454545456	9.210778857685677
DC_Pentadiene	68.47896014220262	4.4242	4.968014104839569	205.8335199288987	106.36363636363636	9.366114657459462
Dimethyl-DCNE	66.08213115867798	4.0774	3.8879219237816343	207.03193442066103	164.54545454545456	9.881166446750079
TC-PYRAZINE-meta	118.19603655202226	6.76064	2.5772351986444204	180.9749817239889	170.0	2.3334427384692167
TC-PYRAZINE-ortho	61.803963447977736	4.12744	3.8620819677356213	209.17101827601115	164.54545454545456	9.828040372301503
TCCBD-DB	95.80759787059529	5.13232	3.3431759918859596	192.16920106470238	164.54545454545456	7.847391105428706
TCCBD-SB	84.19240212940473	5.0816	3.3693670904202073	197.97679893529764	164.54545454545456	8.042988351595993
TCNB-meta	116.9249478136682	6.89328	2.5066915847661417	181.6105260931659	170.0	1.8824629512203963
TCNB-ortho	63.0750521863318	4.1144	3.8688156413335433	208.5354739068341	164.54545454545456	9.84159565024094
TCNE-cis	63.44031934623812	4.0952	3.878730252766066	208.35284032688094	164.54545454545456	9.86381295145204
TCNE-geminal	116.55968065376187	4.43606	3.7027149166780595	181.79315967311908	164.54545454545456	9.197071476440751
TCNQ-geminal	118.42253125155935	4.44736	3.6968797547412104	180.86173437422033	164.54545454545456	9.169622322598991
