### with codedir (dir where code was executed): C:\Users\Christian Schneider\LRZ Sync+Share\Promotion\Forschungspraktika\David Bodesheim\RetroFit
### with data_file: scan_3d/new_energies/mirrored_energies.out
### with guest_dir: xyz-files
### with len(delta_list) = 100, deltamin = 90.0, deltamax = 270.0
### name | alpha | R_NN | Ropt | thetaopt | deltaopt |Emin
12-DC_benzene	64.00693716580561	4.13438	2.6449115995323695	178.1015314170972	164.54545454545456	3.6424014212062934
cis-DCNE	72.7012772884027	4.36972	2.4801027137941167	173.75436135579866	164.54545454545456	2.646080852880633
DC-FURAN	72.96486022630937	4.55122	2.4298233765851722	173.62256988684533	166.36363636363637	1.9494481439408975
DC-Thiophen	66.92954387603143	4.333	2.5058177740656755	176.64022806198432	164.54545454545456	2.8644166854886435
DCCButene	91.71212855576977	5.01632	2.336093586282851	164.2489357221151	171.8181818181818	0.6638596709703035
DCCPentene	68.47896014220262	4.4242	2.5216799249258908	175.86551992889872	166.36363636363637	2.5215417246397944
DCCPropene	121.82598940379157	5.7717	2.1930214274020625	149.19200529810422	180.9090909090909	0.8698360039945946
DC_2-methyl-propene	116.7060689977262	4.43257000001128	2.4360887830109594	151.7519655011369	164.54545454545456	1.9519475663297436
DC_methane	115.38395568587129	4.43098	2.4372022619358464	152.41302215706435	164.54545454545456	1.9642081915720728
DC_Pentadiene	68.47896014220262	4.4242	2.5216799249258908	175.86551992889872	166.36363636363637	2.5215417246397944
Dimethyl-DCNE	66.08213115867798	4.0774	2.605071578641206	177.06393442066104	162.72727272727272	3.8348913185618154
TC-PYRAZINE-meta	118.19603655202226	6.76064	2.2745404202804185	151.00698172398887	195.45454545454544	4.596454068719484
TC-PYRAZINE-ortho	61.803963447977736	4.12744	2.6497716898995978	179.20301827601116	164.54545454545456	3.705028035793093
TCCBD-DB	95.80759787059529	5.13232	2.3376186354608515	162.2012010647024	173.63636363636363	0.49417289752632165
TCCBD-SB	84.19240212940473	5.0816	2.380284751734521	168.00879893529765	173.63636363636363	0.5350261340282528
TCNB-meta	116.9249478136682	6.89328	2.2916037878544366	151.64252609316588	197.27272727272725	5.4722552508130855
TCNB-ortho	63.0750521863318	4.1144	2.658903617621306	178.5674739068341	164.54545454545456	3.746060725755753
TCNE-cis	63.44031934623812	4.0952	2.5929764578472647	178.38484032688092	162.72727272727272	3.82550018005392
TCNE-geminal	116.55968065376187	4.43606	2.4336447318111314	151.82515967311906	164.54545454545456	1.9396436870387381
TCNQ-geminal	118.42253125155935	4.44736	2.425731328187259	150.89373437422034	164.54545454545456	1.8885889423986062
