### with codedir (dir where code was executed): C:\Users\Christian Schneider\LRZ Sync+Share\Promotion\Forschungspraktika\David Bodesheim\RetroFit
### with data_file: scan_3d/new_energies/mirrored_energies.out
### with guest_dir: xyz-files
### with len(delta_list) = 100, deltamin = 90.0, deltamax = 270.0
### name | alpha | R_NN | Ropt | thetaopt | deltaopt |Emin
12-DC_benzene	64.00693716580561	4.13438	2.6309308657076143	177.9965314170972	162.72727272727272	4.0139153870853574
cis-DCNE	72.7012772884027	4.36972	2.5466603669404297	173.64936135579865	164.54545454545456	2.9647331032055693
DC-FURAN	72.96486022630937	4.55122	2.4986124361278237	173.5175698868453	166.36363636363637	2.3301382007957034
DC-Thiophen	66.92954387603143	4.333	2.5724217674644136	176.5352280619843	164.54545454545456	3.1746889510151775
DCCButene	91.71212855576977	5.01632	2.4131170673747238	164.14393572211512	171.8181818181818	0.788820278700598
DCCPentene	68.47896014220262	4.4242	2.5084392040715118	175.7605199288987	164.54545454545456	2.846689835210576
DCCPropene	121.82598940379157	5.7717	2.2912535549596957	149.0870052981042	180.9090909090909	0.7974612887954423
DC_2-methyl-propene	116.7060689977262	4.43257000001128	2.502567120120631	151.6469655011369	164.54545454545456	2.304712054780754
DC_methane	115.38395568587129	4.43098	2.50368260560875	152.30802215706436	164.54545454545456	2.316906197023472
DC_Pentadiene	68.47896014220262	4.4242	2.5084392040715118	175.7605199288987	164.54545454545456	2.846689835210576
Dimethyl-DCNE	66.08213115867798	4.0774	2.6697143146143074	176.95893442066102	162.72727272727272	4.203403173912151
TC-PYRAZINE-meta	118.19603655202226	6.76064	2.4667926147993122	150.90198172398885	195.45454545454544	4.049087045030588
TC-PYRAZINE-ortho	61.803963447977736	4.12744	2.635654578157815	179.09801827601115	162.72727272727272	4.076506582174676
TCCBD-DB	95.80759787059529	5.13232	2.319290072551581	162.09620106470237	171.8181818181818	0.6502047430022063
TCCBD-SB	84.19240212940473	5.0816	2.3603151171845966	167.90379893529763	171.8181818181818	0.7023059732238719
TCNB-meta	116.9249478136682	6.89328	2.5110465351014555	151.5375260931659	197.27272727272725	4.815089665075581
TCNB-ortho	63.0750521863318	4.1144	2.6445302568826885	178.4624739068341	162.72727272727272	4.106539802043606
TCNE-cis	63.44031934623812	4.0952	2.657598740894772	178.27984032688093	162.72727272727272	4.175250547227058
TCNE-geminal	116.55968065376187	4.43606	2.500118664577654	151.72015967311907	164.54545454545456	2.292375720096788
TCNQ-geminal	118.42253125155935	4.44736	2.492191000473051	150.78873437422033	164.54545454545456	2.2413526016976792
